id,attributes/0/trait_type,attributes/0/value,attributes/1/trait_type,attributes/1/value,attributes/2/trait_type,attributes/2/value,attributes/3/trait_type,attributes/3/value,attributes/4/trait_type,attributes/4/value,attributes/5/trait_type,attributes/5/value
220,Planet,Ozara South,Object,Golden Hammer,Rarity,3,Inhabitant,Cristallian F,Light,Bright,Weather,Desert dust
221,Planet,Ozara North,Object,Ice Cleaver,Rarity,8,Inhabitant,Zandoan F,Light,Clear,Weather,Clear
222,Planet,Ozara South,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Cristallian M,Light,Clear,Weather,Desert dust
223,Planet,Ozara North,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Sindarin M,Light,Clear,Weather,Clear
224,Planet,Ozara South,Object,Ozaran Death Saber,Rarity,24,Inhabitant,Minasan M,Light,Ozaran sun,Weather,Desert winds
225,Planet,Ozara South,Object,Gredican Power Staff,Rarity,17,Inhabitant,Gredican M,Light,Bright,Weather,Clear
226,Planet,Ozara South,Object,Ozaran Death Saber,Rarity,24,Inhabitant,Sindarin F,Light,Ozaran sun,Weather,Clear
227,Planet,Ozara South,Object,Golden Hammer,Rarity,3,Inhabitant,Sindarin F,Light,Clear,Weather,Desert winds
228,Planet,Ozara North,Object,Battle Shovel,Rarity,2,Inhabitant,Cristallian F,Light,Bright,Weather,Clear
229,Planet,Ozara North,Object,The Eternal Torch,Rarity,4,Inhabitant,Kitan F,Light,Ozaran sun,Weather,Clear
230,Planet,Ozara North,Object,Golden Hammer,Rarity,3,Inhabitant,Zandoan M,Light,Noonlight,Weather,Clear
231,Planet,Ozara South,Object,Kitan Ice Staff,Rarity,11,Inhabitant,Cristallian M,Light,Ozaran sun,Weather,Clear
232,Planet,Ozara South,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Cruthan F,Light,Clear,Weather,Desert dust
233,Planet,Ozara South,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Ozaran F,Light,Bright,Weather,Desert dust
234,Planet,Ozara South,Object,Ozaran Death Saber,Rarity,24,Inhabitant,Gredican F,Light,Noonlight,Weather,Clear
235,Planet,Ozara North,Object,Ancient Lusan Trident,Rarity,7,Inhabitant,Kitan F,Light,Noonlight,Weather,Clear
236,Planet,Ozara South,Object,Golden Hammer,Rarity,3,Inhabitant,Lusan F,Light,Noonlight,Weather,Desert dust
237,Planet,Ozara South,Object,Ozaran Death Saber,Rarity,24,Inhabitant,Kitan M,Light,Noonlight,Weather,Clear
238,Planet,Ozara North,Object,Cristallian Sword,Rarity,29,Inhabitant,Pampan F,Light,Noonlight,Weather,Clear
239,Planet,Ozara South,Object,Cristallian Staff,Rarity,12,Inhabitant,Cruthan M,Light,Clear,Weather,Clear
240,Planet,Ozara South,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Lusan F,Light,Clear,Weather,Desert dust
241,Planet,Ozara South,Object,Golden Hammer,Rarity,3,Inhabitant,Pampan M,Light,Noonlight,Weather,Clear
242,Planet,Ozara North,Object,Sindarin Fire Saber,Rarity,39,Inhabitant,Cruthan F,Light,Noonlight,Weather,Desert winds
243,Planet,Ozara North,Object,The Eternal Torch,Rarity,4,Inhabitant,Cristallian M,Light,Bright,Weather,Clear
244,Planet,Ozara South,Object,Gredican Power Staff,Rarity,17,Inhabitant,Sindarin F,Light,Bright,Weather,Desert winds
245,Planet,Ozara South,Object,Lusan Water Staff,Rarity,10,Inhabitant,Gredican M,Light,Noonlight,Weather,Desert dust
246,Planet,Ozara South,Object,Battle Shovel,Rarity,2,Inhabitant,Zandoan F,Light,Clear,Weather,Desert dust
247,Planet,Ozara North,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Gredican F,Light,Ozaran sun,Weather,Desert dust
248,Planet,Ozara South,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Lusan F,Light,Bright,Weather,Clear
249,Planet,Ozara North,Object,Golden Hammer,Rarity,3,Inhabitant,Cruthan M,Light,Noonlight,Weather,Clear
250,Planet,Ozara North,Object,Quartz Ray Gun,Rarity,32,Inhabitant,Lusan M,Light,Bright,Weather,Desert dust
251,Planet,Ozara South,Object,Sindarin Fire Staff,Rarity,15,Inhabitant,Zandoan F,Light,Ozaran sun,Weather,Clear
252,Planet,Ozara North,Object,Battle Shovel,Rarity,2,Inhabitant,Minasan M,Light,Ozaran sun,Weather,Clear
253,Planet,Ozara South,Object,Cristallian Staff,Rarity,12,Inhabitant,Gredican F,Light,Ozaran sun,Weather,Clear
254,Planet,Ozara North,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Gredican M,Light,Clear,Weather,Clear
255,Planet,Ozara North,Object,Gredican Power Staff,Rarity,17,Inhabitant,Pampan M,Light,Ozaran sun,Weather,Clear
256,Planet,Ozara North,Object,The Eternal Torch,Rarity,4,Inhabitant,Pampan M,Light,Ozaran sun,Weather,Clear
257,Planet,Ozara South,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Ozaran M,Light,Clear,Weather,Clear
258,Planet,Ozara South,Object,Kitan Ice Staff,Rarity,11,Inhabitant,Pampan F,Light,Bright,Weather,Clear
259,Planet,Ozara South,Object,Ice Cleaver,Rarity,8,Inhabitant,Gredican F,Light,Bright,Weather,Clear
260,Planet,Ozara South,Object,Kitan Ice Staff,Rarity,11,Inhabitant,Minasan F,Light,Noonlight,Weather,Clear
261,Planet,Ozara South,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Cristallian M,Light,Bright,Weather,Clear
262,Planet,Ozara South,Object,Gredican Sword,Rarity,28,Inhabitant,Ozaran F,Light,Bright,Weather,Clear
263,Planet,Ozara North,Object,Cristallian Staff,Rarity,12,Inhabitant,Gredican M,Light,Bright,Weather,Clear
264,Planet,Ozara North,Object,The Eternal Torch,Rarity,4,Inhabitant,Cristallian F,Light,Bright,Weather,Clear
265,Planet,Ozara South,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Lusan F,Light,Clear,Weather,Desert dust
266,Planet,Ozara North,Object,Battle Shovel,Rarity,2,Inhabitant,Minasan F,Light,Ozaran sun,Weather,Clear
267,Planet,Ozara South,Object,Kitan Ice Bow,Rarity,19,Inhabitant,Minasan F,Light,Clear,Weather,Clear
268,Planet,Ozara North,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Sindarin M,Light,Noonlight,Weather,Desert dust
269,Planet,Ozara North,Object,Ice Cleaver,Rarity,8,Inhabitant,Sindarin F,Light,Noonlight,Weather,Clear
270,Planet,Ozara North,Object,Royal Ozaran Bow,Rarity,22,Inhabitant,Sindarin F,Light,Bright,Weather,Clear
271,Planet,Ozara South,Object,Cruthan Blaster,Rarity,31,Inhabitant,Ozaran F,Light,Clear,Weather,Desert dust
272,Planet,Ozara North,Object,The Eternal Torch,Rarity,4,Inhabitant,Gredican M,Light,Clear,Weather,Clear
273,Planet,Ozara North,Object,Staff of Zando,Rarity,16,Inhabitant,Lusan F,Light,Bright,Weather,Desert dust
274,Planet,Ozara North,Object,Cristallian Bow,Rarity,21,Inhabitant,Cruthan F,Light,Clear,Weather,Clear
275,Planet,Ozara North,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Zandoan F,Light,Clear,Weather,Clear
276,Planet,Ozara North,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Pampan M,Light,Noonlight,Weather,Clear
277,Planet,Ozara South,Object,Ice Cleaver,Rarity,8,Inhabitant,Lusan M,Light,Noonlight,Weather,Clear
278,Planet,Ozara South,Object,Lusan Water Staff,Rarity,10,Inhabitant,Sindarin F,Light,Bright,Weather,Desert dust
279,Planet,Ozara South,Object,Kitan Ice Staff,Rarity,11,Inhabitant,Kitan M,Light,Ozaran sun,Weather,Desert winds
280,Planet,Ozara North,Object,Cruthan Blaster,Rarity,31,Inhabitant,Minasan F,Light,Bright,Weather,Clear
281,Planet,Ozara North,Object,Ice Cleaver,Rarity,8,Inhabitant,Cruthan F,Light,Clear,Weather,Clear
282,Planet,Ozara North,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Cruthan F,Light,Clear,Weather,Desert winds
283,Planet,Ozara South,Object,Ice Cleaver,Rarity,8,Inhabitant,Cristallian M,Light,Bright,Weather,Desert dust
284,Planet,Ozara South,Object,Battle Axe,Rarity,1,Inhabitant,Pampan M,Light,Bright,Weather,Clear
285,Planet,Ozara North,Object,Staff of Zando,Rarity,16,Inhabitant,Cristallian F,Light,Noonlight,Weather,Desert dust
286,Planet,Ozara South,Object,Kitan Ice Staff,Rarity,11,Inhabitant,Cruthan F,Light,Clear,Weather,Clear
287,Planet,Ozara South,Object,Golden Hammer,Rarity,3,Inhabitant,Kitan F,Light,Noonlight,Weather,Desert dust
288,Planet,Ozara South,Object,Sindarin Fire Staff,Rarity,15,Inhabitant,Ozaran F,Light,Ozaran sun,Weather,Clear
289,Planet,Ozara South,Object,Gredican Power Staff,Rarity,17,Inhabitant,Ozaran F,Light,Ozaran sun,Weather,Desert dust
290,Planet,Ozara North,Object,Ancient Lusan Trident,Rarity,7,Inhabitant,Cristallian F,Light,Ozaran sun,Weather,Clear
291,Planet,Ozara South,Object,Cristallian Staff,Rarity,12,Inhabitant,Sindarin M,Light,Ozaran sun,Weather,Desert dust
292,Planet,Ozara South,Object,Pampan Grass Sword,Rarity,27,Inhabitant,Kitan F,Light,Noonlight,Weather,Clear
293,Planet,Ozara North,Object,Staff of Zando,Rarity,16,Inhabitant,Cruthan F,Light,Ozaran sun,Weather,Clear
294,Planet,Ozara North,Object,Minasan Bow,Rarity,18,Inhabitant,Minasan M,Light,Clear,Weather,Clear
295,Planet,Ozara North,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Minasan M,Light,Clear,Weather,Clear
296,Planet,Ozara North,Object,Cristallian Ray Gun,Rarity,33,Inhabitant,Kitan F,Light,Bright,Weather,Clear
297,Planet,Ozara North,Object,Minasan Ore Sword,Rarity,23,Inhabitant,Sindarin F,Light,Ozaran sun,Weather,Desert dust
298,Planet,Ozara North,Object,Ozaran Death Saber,Rarity,24,Inhabitant,Minasan M,Light,Noonlight,Weather,Desert dust
299,Planet,Ozara South,Object,Ozaran Death Saber,Rarity,24,Inhabitant,Cristallian M,Light,Ozaran sun,Weather,Clear
300,Planet,Ozara South,Object,Cristallian Bow,Rarity,21,Inhabitant,Lusan M,Light,Noonlight,Weather,Desert dust
301,Planet,Ozara South,Object,Kitan Ice Bow,Rarity,19,Inhabitant,Kitan F,Light,Noonlight,Weather,Clear
302,Planet,Ozara North,Object,Sindarin Fire Staff,Rarity,15,Inhabitant,Cruthan M,Light,Clear,Weather,Clear
303,Planet,Ozara South,Object,Lusan Water Staff,Rarity,10,Inhabitant,Kitan F,Light,Noonlight,Weather,Desert dust
304,Planet,Ozara South,Object,Ozaran Death Saber,Rarity,24,Inhabitant,Minasan M,Light,Ozaran sun,Weather,Desert dust
305,Planet,Ozara South,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Zandoan F,Light,Clear,Weather,Desert dust
306,Planet,Ozara South,Object,Gredican Power Staff,Rarity,17,Inhabitant,Sindarin F,Light,Noonlight,Weather,Desert dust
307,Planet,Ozara North,Object,Ozaran Death Saber,Rarity,24,Inhabitant,Minasan M,Light,Ozaran sun,Weather,Clear
308,Planet,Ozara South,Object,Kitan Ice Bow,Rarity,19,Inhabitant,Cristallian F,Light,Ozaran sun,Weather,Desert dust
309,Planet,Ozara South,Object,Battle Shovel,Rarity,2,Inhabitant,Gredican F,Light,Ozaran sun,Weather,Desert winds
310,Planet,Ozara South,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Lusan F,Light,Bright,Weather,Clear
311,Planet,Ozara South,Object,Gredican Sword,Rarity,28,Inhabitant,Minasan M,Light,Ozaran sun,Weather,Desert winds
312,Planet,Ozara North,Object,Lusan Water Staff,Rarity,10,Inhabitant,Pampan F,Light,Bright,Weather,Desert dust
313,Planet,Ozara South,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Minasan F,Light,Clear,Weather,Clear
314,Planet,Ozara North,Object,Ice Cleaver,Rarity,8,Inhabitant,Cristallian F,Light,Bright,Weather,Clear
315,Planet,Ozara South,Object,Battle Shovel,Rarity,2,Inhabitant,Sindarin M,Light,Clear,Weather,Clear
316,Planet,Ozara South,Object,Ice Cleaver,Rarity,8,Inhabitant,Kitan M,Light,Clear,Weather,Desert dust
317,Planet,Ozara North,Object,Cristallian Bow,Rarity,21,Inhabitant,Cristallian F,Light,Ozaran sun,Weather,Desert dust
318,Planet,Ozara North,Object,Sindarin Fire Bow,Rarity,20,Inhabitant,Sindarin M,Light,Noonlight,Weather,Clear
319,Planet,Ozara North,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Ozaran F,Light,Ozaran sun,Weather,Clear
320,Planet,Ozara North,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Ozaran M,Light,Ozaran sun,Weather,Clear
321,Planet,Ozara North,Object,Staff of Zando,Rarity,16,Inhabitant,Cristallian M,Light,Ozaran sun,Weather,Clear
322,Planet,Ozara North,Object,Cristallian Staff,Rarity,12,Inhabitant,Pampan F,Light,Noonlight,Weather,Desert dust
323,Planet,Ozara North,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Kitan F,Light,Bright,Weather,Clear
324,Planet,Ozara North,Object,Battle Shovel,Rarity,2,Inhabitant,Gredican M,Light,Clear,Weather,Clear
325,Planet,Ozara South,Object,Cristallian Staff,Rarity,12,Inhabitant,Sindarin M,Light,Noonlight,Weather,Clear
326,Planet,Ozara South,Object,Lusan Water Staff,Rarity,10,Inhabitant,Lusan F,Light,Clear,Weather,Clear
327,Planet,Ozara North,Object,Ozaran Death Saber,Rarity,24,Inhabitant,Gredican F,Light,Ozaran sun,Weather,Clear
328,Planet,Ozara South,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Gredican F,Light,Noonlight,Weather,Clear
329,Planet,Ozara North,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Cristallian M,Light,Noonlight,Weather,Clear
330,Planet,Ozara North,Object,Lusan Water Saber,Rarity,26,Inhabitant,Kitan M,Light,Clear,Weather,Clear
331,Planet,Ozara North,Object,Kitan Ice Staff,Rarity,11,Inhabitant,Cristallian M,Light,Bright,Weather,Clear
332,Planet,Ozara South,Object,Sindarin Fire Bow,Rarity,20,Inhabitant,Cruthan M,Light,Clear,Weather,Clear
333,Planet,Ozara South,Object,Staff of Zando,Rarity,16,Inhabitant,Minasan F,Light,Ozaran sun,Weather,Desert dust
334,Planet,Ozara North,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Cruthan M,Light,Noonlight,Weather,Clear
335,Planet,Ozara North,Object,Kitan Ice Staff,Rarity,11,Inhabitant,Minasan M,Light,Ozaran sun,Weather,Desert dust
336,Planet,Ozara North,Object,Lusan Water Staff,Rarity,10,Inhabitant,Cristallian F,Light,Noonlight,Weather,Clear
337,Planet,Ozara South,Object,Royal Ozaran Bow,Rarity,22,Inhabitant,Cristallian F,Light,Ozaran sun,Weather,Clear
338,Planet,Ozara South,Object,Ice Cleaver,Rarity,8,Inhabitant,Cruthan M,Light,Clear,Weather,Clear
339,Planet,Ozara North,Object,Lusan Water Saber,Rarity,26,Inhabitant,Zandoan F,Light,Bright,Weather,Desert dust
340,Planet,Ozara South,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Minasan F,Light,Noonlight,Weather,Clear
341,Planet,Ozara South,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Kitan M,Light,Ozaran sun,Weather,Clear
342,Planet,Ozara North,Object,Lusan Water Staff,Rarity,10,Inhabitant,Lusan M,Light,Bright,Weather,Clear
343,Planet,Ozara North,Object,Sindarin Fire Staff,Rarity,15,Inhabitant,Sindarin F,Light,Ozaran sun,Weather,Clear
344,Planet,Ozara South,Object,Kitan Ice Sword,Rarity,25,Inhabitant,Minasan M,Light,Clear,Weather,Clear
345,Planet,Ozara North,Object,Golden Hammer,Rarity,3,Inhabitant,Cristallian F,Light,Bright,Weather,Desert dust
346,Planet,Ozara South,Object,Kitan Ice Sword,Rarity,25,Inhabitant,Sindarin M,Light,Ozaran sun,Weather,Clear
347,Planet,Ozara North,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Cruthan F,Light,Ozaran sun,Weather,Desert dust
348,Planet,Ozara North,Object,Gredican Sword,Rarity,28,Inhabitant,Kitan M,Light,Noonlight,Weather,Clear
349,Planet,Ozara North,Object,Ozaran Blaster,Rarity,34,Inhabitant,Cruthan M,Light,Clear,Weather,Desert dust
350,Planet,Ozara North,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Minasan F,Light,Bright,Weather,Desert dust
351,Planet,Ozara North,Object,Battle Axe,Rarity,1,Inhabitant,Kitan M,Light,Noonlight,Weather,Clear
352,Planet,Ozara South,Object,Cruthan Blaster,Rarity,31,Inhabitant,Lusan M,Light,Bright,Weather,Clear
353,Planet,Ozara South,Object,Cristallian Staff,Rarity,12,Inhabitant,Zandoan M,Light,Clear,Weather,Desert dust
354,Planet,Ozara South,Object,Cristallian Sword,Rarity,29,Inhabitant,Cruthan F,Light,Bright,Weather,Clear
355,Planet,Ozara South,Object,Minasan Bow,Rarity,18,Inhabitant,Lusan F,Light,Clear,Weather,Clear
356,Planet,Ozara South,Object,Lusan Water Staff,Rarity,10,Inhabitant,Zandoan F,Light,Ozaran sun,Weather,Desert dust
357,Planet,Ozara South,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Lusan M,Light,Ozaran sun,Weather,Clear
358,Planet,Ozara North,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Minasan F,Light,Ozaran sun,Weather,Clear
359,Planet,Ozara South,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Gredican F,Light,Ozaran sun,Weather,Clear
360,Planet,Ozara North,Object,Cristallian Staff,Rarity,12,Inhabitant,Zandoan M,Light,Clear,Weather,Clear
361,Planet,Ozara South,Object,Lusan Water Staff,Rarity,10,Inhabitant,Gredican F,Light,Noonlight,Weather,Clear
362,Planet,Ozara North,Object,Cristallian Staff,Rarity,12,Inhabitant,Cruthan F,Light,Bright,Weather,Clear
363,Planet,Ozara North,Object,Ancient Lusan Trident,Rarity,7,Inhabitant,Ozaran F,Light,Clear,Weather,Desert dust
364,Planet,Ozara South,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Cristallian M,Light,Clear,Weather,Clear
365,Planet,Ozara North,Object,Ice Cleaver,Rarity,8,Inhabitant,Ozaran F,Light,Noonlight,Weather,Desert dust
366,Planet,Ozara North,Object,Sindarin Fire Staff,Rarity,15,Inhabitant,Ozaran F,Light,Noonlight,Weather,Clear
367,Planet,Ozara South,Object,The Eternal Torch,Rarity,4,Inhabitant,Zandoan M,Light,Noonlight,Weather,Desert dust
368,Planet,Ozara South,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Lusan M,Light,Clear,Weather,Clear
369,Planet,Ozara North,Object,Gredican Sword,Rarity,28,Inhabitant,Zandoan M,Light,Noonlight,Weather,Clear
370,Planet,Ozara South,Object,Kitan Ice Sword,Rarity,25,Inhabitant,Kitan F,Light,Ozaran sun,Weather,Clear
371,Planet,Ozara South,Object,Golden Hammer,Rarity,3,Inhabitant,Pampan F,Light,Bright,Weather,Clear
372,Planet,Ozara South,Object,Battle Shovel,Rarity,2,Inhabitant,Ozaran M,Light,Bright,Weather,Clear
373,Planet,Ozara South,Object,Cristallian Staff,Rarity,12,Inhabitant,Lusan M,Light,Noonlight,Weather,Clear
374,Planet,Ozara North,Object,Lusan Water Staff,Rarity,10,Inhabitant,Pampan M,Light,Clear,Weather,Desert winds
375,Planet,Ozara South,Object,Kitan Ice Staff,Rarity,11,Inhabitant,Pampan M,Light,Ozaran sun,Weather,Clear
376,Planet,Ozara South,Object,The Eternal Torch,Rarity,4,Inhabitant,Lusan F,Light,Ozaran sun,Weather,Desert dust
377,Planet,Ozara South,Object,Cristallian Staff,Rarity,12,Inhabitant,Gredican M,Light,Bright,Weather,Desert dust
378,Planet,Ozara North,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Lusan F,Light,Bright,Weather,Desert dust
379,Planet,Ozara South,Object,The Eternal Torch,Rarity,4,Inhabitant,Cristallian F,Light,Clear,Weather,Clear
380,Planet,Ozara South,Object,The Eternal Torch,Rarity,4,Inhabitant,Pampan M,Light,Clear,Weather,Clear
381,Planet,Ozara North,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Pampan F,Light,Noonlight,Weather,Desert winds
382,Planet,Ozara South,Object,The Eternal Torch,Rarity,4,Inhabitant,Ozaran M,Light,Clear,Weather,Clear
383,Planet,Ozara South,Object,The Eternal Torch,Rarity,4,Inhabitant,Kitan F,Light,Bright,Weather,Clear
384,Planet,Ozara North,Object,Quartz Ray Gun,Rarity,32,Inhabitant,Cruthan F,Light,Noonlight,Weather,Clear
385,Planet,Ozara North,Object,Kitan Ice Staff,Rarity,11,Inhabitant,Minasan F,Light,Bright,Weather,Desert winds
386,Planet,Ozara South,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Cruthan M,Light,Noonlight,Weather,Clear
387,Planet,Ozara North,Object,Ancient Lusan Trident,Rarity,7,Inhabitant,Pampan F,Light,Clear,Weather,Clear
388,Planet,Ozara North,Object,Cristallian Staff,Rarity,12,Inhabitant,Ozaran M,Light,Noonlight,Weather,Clear
389,Planet,Ozara North,Object,Battle Axe,Rarity,1,Inhabitant,Cruthan M,Light,Clear,Weather,Desert dust
390,Planet,Ozara North,Object,Cruthan Blaster,Rarity,31,Inhabitant,Cruthan M,Light,Ozaran sun,Weather,Clear
391,Planet,Ozara North,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Lusan F,Light,Noonlight,Weather,Desert winds
392,Planet,Ozara North,Object,Battle Shovel,Rarity,2,Inhabitant,Cruthan M,Light,Ozaran sun,Weather,Clear
393,Planet,Ozara North,Object,SST Fishing Pole,Rarity,30,Inhabitant,Sindarin F,Light,Noonlight,Weather,Clear
394,Planet,Ozara North,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Lusan M,Light,Noonlight,Weather,Clear
395,Planet,Ozara South,Object,Battle Shovel,Rarity,2,Inhabitant,Lusan F,Light,Noonlight,Weather,Clear
396,Planet,Ozara North,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Ozaran F,Light,Bright,Weather,Clear
397,Planet,Ozara North,Object,Royal Ozaran Bow,Rarity,22,Inhabitant,Gredican M,Light,Clear,Weather,Clear
398,Planet,Ozara North,Object,Battle Shovel,Rarity,2,Inhabitant,Pampan F,Light,Clear,Weather,Desert dust
399,Planet,Ozara North,Object,Cristallian Bow,Rarity,21,Inhabitant,Lusan M,Light,Clear,Weather,Desert dust
400,Planet,Ozara South,Object,The Eternal Torch,Rarity,4,Inhabitant,Minasan F,Light,Ozaran sun,Weather,Clear
401,Planet,Ozara North,Object,The Eternal Torch,Rarity,4,Inhabitant,Sindarin F,Light,Ozaran sun,Weather,Clear
402,Planet,Ozara North,Object,Battle Axe,Rarity,1,Inhabitant,Lusan F,Light,Bright,Weather,Clear
403,Planet,Ozara North,Object,Sindarin Fire Bow,Rarity,20,Inhabitant,Zandoan F,Light,Clear,Weather,Clear
404,Planet,Ozara South,Object,Ozaran Death Saber,Rarity,24,Inhabitant,Lusan M,Light,Noonlight,Weather,Desert dust
405,Planet,Ozara South,Object,Royal Ozaran Bow,Rarity,22,Inhabitant,Sindarin M,Light,Bright,Weather,Desert winds
406,Planet,Ozara North,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Cruthan M,Light,Ozaran sun,Weather,Desert dust
407,Planet,Ozara North,Object,Gredican Sword,Rarity,28,Inhabitant,Minasan F,Light,Bright,Weather,Desert winds
408,Planet,Ozara South,Object,Ozaran Death Saber,Rarity,24,Inhabitant,Kitan M,Light,Bright,Weather,Clear
409,Planet,Ozara South,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Minasan M,Light,Clear,Weather,Desert winds
410,Planet,Ozara North,Object,Ancient Lusan Trident,Rarity,7,Inhabitant,Minasan F,Light,Bright,Weather,Desert winds
411,Planet,Ozara North,Object,Battle Shovel,Rarity,2,Inhabitant,Kitan F,Light,Clear,Weather,Clear
412,Planet,Ozara South,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Cruthan M,Light,Bright,Weather,Clear
413,Planet,Ozara South,Object,Gredican Power Staff,Rarity,17,Inhabitant,Cristallian F,Light,Ozaran sun,Weather,Clear
