id,attributes/0/trait_type,attributes/0/value,attributes/1/trait_type,attributes/1/value,attributes/2/trait_type,attributes/2/value
428,Planet,Ozara North,Rarity,28,Inhabitant,Gredican F
429,Planet,Ozara South,Rarity,9,Inhabitant,Sindarin M
430,Planet,Ozara North,Rarity,22,Inhabitant,Zandoan F
431,Planet,Ozara North,Rarity,3,Inhabitant,Zandoan F
432,Planet,Ozara South,Rarity,16,Inhabitant,Zandoan F
433,Planet,Ozara North,Rarity,7,Inhabitant,Cristallian F
434,Planet,Ozara South,Rarity,9,Inhabitant,Zandoan M
435,Planet,Ozara North,Rarity,1,Inhabitant,Zandoan F
436,Planet,Ozara South,Rarity,6,Inhabitant,Zandoan F
437,Planet,Ozara North,Rarity,12,Inhabitant,Ozaran M
438,Planet,Ozara South,Rarity,4,Inhabitant,Kitan F
439,Planet,Ozara North,Rarity,21,Inhabitant,Lusan M
440,Planet,Ozara North,Rarity,1,Inhabitant,Lusan F
441,Planet,Ozara South,Rarity,20,Inhabitant,Cruthan F
442,Planet,Ozara South,Rarity,23,Inhabitant,Gredican F
443,Planet,Ozara South,Rarity,12,Inhabitant,Cruthan M
444,Planet,Ozara North,Rarity,7,Inhabitant,Pampan F
445,Planet,Ozara South,Rarity,21,Inhabitant,Pampan M
446,Planet,Ozara South,Rarity,1,Inhabitant,Sindarin F
447,Planet,Ozara South,Rarity,4,Inhabitant,Cristallian M
448,Planet,Ozara North,Rarity,13,Inhabitant,Kitan M
449,Planet,Ozara South,Rarity,3,Inhabitant,Cristallian M
450,Planet,Ozara North,Rarity,13,Inhabitant,Lusan F
451,Planet,Ozara South,Rarity,11,Inhabitant,Ozaran F
452,Planet,Ozara North,Rarity,25,Inhabitant,Gredican M
453,Planet,Ozara North,Rarity,11,Inhabitant,Cristallian F
454,Planet,Ozara North,Rarity,20,Inhabitant,Cruthan F
455,Planet,Ozara North,Rarity,5,Inhabitant,Ozaran M
456,Planet,Ozara North,Rarity,1,Inhabitant,Minasan F
457,Planet,Ozara South,Rarity,13,Inhabitant,Cristallian F
458,Planet,Ozara North,Rarity,2,Inhabitant,Zandoan F
459,Planet,Ozara North,Rarity,1,Inhabitant,Kitan M
460,Planet,Ozara South,Rarity,34,Inhabitant,Cruthan M
461,Planet,Ozara South,Rarity,23,Inhabitant,Sindarin F
462,Planet,Ozara South,Rarity,29,Inhabitant,Kitan F
463,Planet,Ozara South,Rarity,20,Inhabitant,Cruthan M
464,Planet,Ozara South,Rarity,29,Inhabitant,Lusan M
465,Planet,Ozara South,Rarity,6,Inhabitant,Cristallian F
466,Planet,Ozara North,Rarity,2,Inhabitant,Sindarin M
467,Planet,Ozara North,Rarity,13,Inhabitant,Cristallian F
468,Planet,Ozara North,Rarity,10,Inhabitant,Ozaran M
469,Planet,Ozara South,Rarity,4,Inhabitant,Kitan F
470,Planet,Ozara South,Rarity,14,Inhabitant,Ozaran F
471,Planet,Ozara South,Rarity,1,Inhabitant,Sindarin M
472,Planet,Ozara South,Rarity,5,Inhabitant,Minasan F
473,Planet,Ozara South,Rarity,24,Inhabitant,Pampan F
474,Planet,Ozara South,Rarity,37,Inhabitant,Zandoan M
475,Planet,Ozara South,Rarity,9,Inhabitant,Ozaran F
476,Planet,Ozara North,Rarity,11,Inhabitant,Lusan F
477,Planet,Ozara North,Rarity,19,Inhabitant,Cristallian M
478,Planet,Ozara South,Rarity,19,Inhabitant,Zandoan M
479,Planet,Ozara South,Rarity,24,Inhabitant,Cristallian M
480,Planet,Ozara North,Rarity,28,Inhabitant,Cristallian F
481,Planet,Ozara South,Rarity,7,Inhabitant,Lusan F
482,Planet,Ozara South,Rarity,9,Inhabitant,Sindarin M
483,Planet,Ozara North,Rarity,34,Inhabitant,Zandoan F
484,Planet,Ozara South,Rarity,20,Inhabitant,Cristallian F
485,Planet,Ozara South,Rarity,21,Inhabitant,Gredican F
486,Planet,Ozara South,Rarity,9,Inhabitant,Kitan M
487,Planet,Ozara South,Rarity,33,Inhabitant,Minasan M
488,Planet,Ozara North,Rarity,8,Inhabitant,Lusan F
489,Planet,Ozara South,Rarity,14,Inhabitant,Kitan F
490,Planet,Ozara North,Rarity,8,Inhabitant,Sindarin M
491,Planet,Ozara North,Rarity,11,Inhabitant,Minasan F
492,Planet,Ozara South,Rarity,4,Inhabitant,Lusan F
493,Planet,Ozara South,Rarity,27,Inhabitant,Cruthan M
494,Planet,Ozara North,Rarity,7,Inhabitant,Cruthan M
495,Planet,Ozara South,Rarity,11,Inhabitant,Pampan M
496,Planet,Ozara North,Rarity,11,Inhabitant,Kitan F
497,Planet,Ozara North,Rarity,19,Inhabitant,Lusan F
498,Planet,Ozara North,Rarity,13,Inhabitant,Minasan M
499,Planet,Ozara North,Rarity,9,Inhabitant,Sindarin F
500,Planet,Ozara North,Rarity,11,Inhabitant,Gredican F
501,Planet,Ozara South,Rarity,26,Inhabitant,Ozaran F
502,Planet,Ozara South,Rarity,12,Inhabitant,Zandoan F
503,Planet,Ozara South,Rarity,21,Inhabitant,Cristallian F
504,Planet,Ozara North,Rarity,1,Inhabitant,Gredican M
505,Planet,Ozara North,Rarity,5,Inhabitant,Pampan F
506,Planet,Ozara North,Rarity,1,Inhabitant,Sindarin M
507,Planet,Ozara South,Rarity,19,Inhabitant,Cruthan M
508,Planet,Ozara South,Rarity,29,Inhabitant,Cristallian M
509,Planet,Ozara South,Rarity,9,Inhabitant,Ozaran M
510,Planet,Ozara North,Rarity,16,Inhabitant,Kitan F
511,Planet,Ozara North,Rarity,21,Inhabitant,Pampan F
512,Planet,Ozara North,Rarity,1,Inhabitant,Cristallian F
513,Planet,Ozara North,Rarity,22,Inhabitant,Cruthan M
514,Planet,Ozara South,Rarity,1,Inhabitant,Pampan M
515,Planet,Ozara North,Rarity,26,Inhabitant,Lusan F
516,Planet,Ozara North,Rarity,27,Inhabitant,Cristallian F
517,Planet,Ozara South,Rarity,3,Inhabitant,Gredican M
518,Planet,Ozara South,Rarity,7,Inhabitant,Kitan M
519,Planet,Ozara South,Rarity,8,Inhabitant,Pampan F
520,Planet,Ozara South,Rarity,30,Inhabitant,Cristallian M
521,Planet,Ozara North,Rarity,14,Inhabitant,Minasan M
522,Planet,Ozara South,Rarity,7,Inhabitant,Zandoan M
523,Planet,Ozara South,Rarity,7,Inhabitant,Minasan F
524,Planet,Ozara South,Rarity,16,Inhabitant,Minasan M
525,Planet,Ozara North,Rarity,6,Inhabitant,Gredican F
526,Planet,Ozara North,Rarity,3,Inhabitant,Kitan F
527,Planet,Ozara South,Rarity,12,Inhabitant,Gredican F
528,Planet,Ozara South,Rarity,16,Inhabitant,Lusan F
529,Planet,Ozara North,Rarity,8,Inhabitant,Kitan F
530,Planet,Ozara South,Rarity,3,Inhabitant,Gredican M
531,Planet,Ozara North,Rarity,30,Inhabitant,Cristallian M
532,Planet,Ozara North,Rarity,3,Inhabitant,Cruthan M
533,Planet,Ozara South,Rarity,13,Inhabitant,Sindarin F
534,Planet,Ozara South,Rarity,6,Inhabitant,Zandoan M
535,Planet,Ozara South,Rarity,7,Inhabitant,Cruthan F
536,Planet,Ozara North,Rarity,4,Inhabitant,Kitan M
537,Planet,Ozara South,Rarity,4,Inhabitant,Cruthan M
538,Planet,Ozara South,Rarity,29,Inhabitant,Kitan F
539,Planet,Ozara South,Rarity,7,Inhabitant,Minasan M
540,Planet,Ozara North,Rarity,9,Inhabitant,Minasan F
541,Planet,Ozara North,Rarity,24,Inhabitant,Minasan F
542,Planet,Ozara South,Rarity,5,Inhabitant,Minasan M
543,Planet,Ozara North,Rarity,6,Inhabitant,Zandoan F
544,Planet,Ozara South,Rarity,19,Inhabitant,Cristallian M
545,Planet,Ozara South,Rarity,34,Inhabitant,Lusan M
546,Planet,Ozara South,Rarity,21,Inhabitant,Minasan F
547,Planet,Ozara South,Rarity,14,Inhabitant,Cristallian M
548,Planet,Ozara North,Rarity,9,Inhabitant,Kitan M
549,Planet,Ozara South,Rarity,14,Inhabitant,Cruthan M
550,Planet,Ozara North,Rarity,1,Inhabitant,Minasan F
551,Planet,Ozara North,Rarity,24,Inhabitant,Minasan M
552,Planet,Ozara North,Rarity,28,Inhabitant,Cristallian M
553,Planet,Ozara North,Rarity,13,Inhabitant,Cruthan M
554,Planet,Ozara North,Rarity,6,Inhabitant,Minasan F
555,Planet,Ozara North,Rarity,4,Inhabitant,Pampan M
556,Planet,Ozara South,Rarity,26,Inhabitant,Pampan F
557,Planet,Ozara North,Rarity,27,Inhabitant,Zandoan M
558,Planet,Ozara South,Rarity,27,Inhabitant,Gredican M
559,Planet,Ozara South,Rarity,9,Inhabitant,Ozaran F
560,Planet,Ozara South,Rarity,29,Inhabitant,Cruthan M
561,Planet,Ozara North,Rarity,6,Inhabitant,Cristallian M
562,Planet,Ozara North,Rarity,13,Inhabitant,Cristallian F
563,Planet,Ozara South,Rarity,22,Inhabitant,Zandoan F
564,Planet,Ozara North,Rarity,18,Inhabitant,Ozaran M
565,Planet,Ozara South,Rarity,3,Inhabitant,Sindarin F
566,Planet,Ozara South,Rarity,11,Inhabitant,Zandoan M
567,Planet,Ozara North,Rarity,23,Inhabitant,Ozaran F
568,Planet,Ozara North,Rarity,21,Inhabitant,Gredican F
569,Planet,Ozara South,Rarity,32,Inhabitant,Kitan M
570,Planet,Ozara North,Rarity,17,Inhabitant,Cristallian M
571,Planet,Ozara North,Rarity,12,Inhabitant,Kitan M
572,Planet,Ozara North,Rarity,13,Inhabitant,Kitan M
573,Planet,Ozara North,Rarity,23,Inhabitant,Minasan M
574,Planet,Ozara North,Rarity,19,Inhabitant,Pampan M
575,Planet,Ozara North,Rarity,22,Inhabitant,Cruthan F
576,Planet,Ozara South,Rarity,29,Inhabitant,Cristallian F
577,Planet,Ozara North,Rarity,4,Inhabitant,Cruthan M
578,Planet,Ozara South,Rarity,18,Inhabitant,Minasan M
579,Planet,Ozara North,Rarity,23,Inhabitant,Minasan M
580,Planet,Ozara South,Rarity,10,Inhabitant,Pampan F
581,Planet,Ozara South,Rarity,21,Inhabitant,Gredican F
582,Planet,Ozara South,Rarity,15,Inhabitant,Kitan M
583,Planet,Ozara South,Rarity,14,Inhabitant,Cruthan M
584,Planet,Ozara North,Rarity,12,Inhabitant,Gredican F
585,Planet,Ozara North,Rarity,8,Inhabitant,Pampan F
586,Planet,Ozara South,Rarity,22,Inhabitant,Cruthan M
587,Planet,Ozara South,Rarity,5,Inhabitant,Minasan F
588,Planet,Ozara South,Rarity,14,Inhabitant,Kitan F
589,Planet,Ozara North,Rarity,31,Inhabitant,Pampan M
590,Planet,Ozara South,Rarity,2,Inhabitant,Pampan F
591,Planet,Ozara South,Rarity,14,Inhabitant,Minasan F
592,Planet,Ozara South,Rarity,2,Inhabitant,Minasan M
593,Planet,Ozara North,Rarity,19,Inhabitant,Ozaran M
594,Planet,Ozara South,Rarity,2,Inhabitant,Cristallian M
595,Planet,Ozara South,Rarity,12,Inhabitant,Minasan M
596,Planet,Ozara North,Rarity,14,Inhabitant,Lusan F
597,Planet,Ozara North,Rarity,19,Inhabitant,Ozaran M
598,Planet,Ozara North,Rarity,10,Inhabitant,Lusan M
599,Planet,Ozara South,Rarity,9,Inhabitant,Pampan M
600,Planet,Ozara North,Rarity,16,Inhabitant,Lusan M
601,Planet,Ozara North,Rarity,32,Inhabitant,Sindarin F
602,Planet,Ozara North,Rarity,15,Inhabitant,Gredican M
603,Planet,Ozara North,Rarity,27,Inhabitant,Sindarin M
604,Planet,Ozara South,Rarity,10,Inhabitant,Sindarin F
605,Planet,Ozara South,Rarity,5,Inhabitant,Ozaran F
606,Planet,Ozara South,Rarity,19,Inhabitant,Gredican F
607,Planet,Ozara North,Rarity,16,Inhabitant,Kitan F
608,Planet,Ozara South,Rarity,19,Inhabitant,Minasan F
609,Planet,Ozara South,Rarity,9,Inhabitant,Pampan F
610,Planet,Ozara North,Rarity,7,Inhabitant,Gredican F
611,Planet,Ozara North,Rarity,8,Inhabitant,Lusan M
612,Planet,Ozara South,Rarity,15,Inhabitant,Zandoan F
613,Planet,Ozara North,Rarity,31,Inhabitant,Lusan M
614,Planet,Ozara South,Rarity,8,Inhabitant,Ozaran F
615,Planet,Ozara North,Rarity,28,Inhabitant,Lusan F
616,Planet,Ozara North,Rarity,14,Inhabitant,Kitan F
617,Planet,Ozara South,Rarity,20,Inhabitant,Lusan F
618,Planet,Ozara North,Rarity,13,Inhabitant,Gredican F
619,Planet,Ozara North,Rarity,7,Inhabitant,Zandoan M
620,Planet,Ozara North,Rarity,17,Inhabitant,Lusan M
621,Planet,Ozara North,Rarity,4,Inhabitant,Gredican M
622,Planet,Ozara North,Rarity,5,Inhabitant,Zandoan F
623,Planet,Ozara South,Rarity,20,Inhabitant,Sindarin F
624,Planet,Ozara North,Rarity,17,Inhabitant,Minasan M
625,Planet,Ozara South,Rarity,25,Inhabitant,Cristallian F
626,Planet,Ozara North,Rarity,18,Inhabitant,Cristallian M
627,Planet,Ozara South,Rarity,2,Inhabitant,Cristallian F
628,Planet,Ozara North,Rarity,13,Inhabitant,Cruthan M
629,Planet,Ozara North,Rarity,9,Inhabitant,Cristallian F
630,Planet,Ozara North,Rarity,33,Inhabitant,Ozaran M
631,Planet,Ozara South,Rarity,4,Inhabitant,Cristallian F
632,Planet,Ozara South,Rarity,2,Inhabitant,Cruthan F
633,Planet,Ozara South,Rarity,24,Inhabitant,Sindarin M
634,Planet,Ozara North,Rarity,9,Inhabitant,Minasan F
635,Planet,Ozara North,Rarity,4,Inhabitant,Minasan M
636,Planet,Ozara South,Rarity,8,Inhabitant,Minasan F
637,Planet,Ozara South,Rarity,13,Inhabitant,Lusan M
638,Planet,Ozara North,Rarity,3,Inhabitant,Sindarin F
639,Planet,Ozara North,Rarity,8,Inhabitant,Lusan F
640,Planet,Ozara North,Rarity,16,Inhabitant,Lusan F
641,Planet,Ozara North,Rarity,25,Inhabitant,Cristallian M
642,Planet,Ozara South,Rarity,31,Inhabitant,Gredican F
643,Planet,Ozara South,Rarity,4,Inhabitant,Sindarin F
644,Planet,Ozara North,Rarity,9,Inhabitant,Minasan M
645,Planet,Ozara South,Rarity,6,Inhabitant,Ozaran M
646,Planet,Ozara South,Rarity,22,Inhabitant,Pampan F
647,Planet,Ozara North,Rarity,2,Inhabitant,Lusan M
648,Planet,Ozara South,Rarity,26,Inhabitant,Zandoan F
649,Planet,Ozara North,Rarity,32,Inhabitant,Ozaran F
650,Planet,Ozara South,Rarity,6,Inhabitant,Ozaran M
651,Planet,Ozara North,Rarity,19,Inhabitant,Cristallian M
652,Planet,Ozara North,Rarity,10,Inhabitant,Cristallian M
653,Planet,Ozara South,Rarity,6,Inhabitant,Sindarin F
654,Planet,Ozara South,Rarity,5,Inhabitant,Ozaran F
655,Planet,Ozara South,Rarity,14,Inhabitant,Zandoan M
656,Planet,Ozara North,Rarity,17,Inhabitant,Minasan F
657,Planet,Ozara South,Rarity,12,Inhabitant,Ozaran M
658,Planet,Ozara North,Rarity,32,Inhabitant,Gredican F
659,Planet,Ozara North,Rarity,18,Inhabitant,Minasan F
660,Planet,Ozara North,Rarity,34,Inhabitant,Cruthan M
661,Planet,Ozara South,Rarity,9,Inhabitant,Kitan M
662,Planet,Ozara South,Rarity,28,Inhabitant,Cruthan F
663,Planet,Ozara South,Rarity,30,Inhabitant,Sindarin M
664,Planet,Ozara South,Rarity,1,Inhabitant,Zandoan F
665,Planet,Ozara South,Rarity,6,Inhabitant,Lusan F
666,Planet,Ozara North,Rarity,4,Inhabitant,Minasan M
667,Planet,Ozara South,Rarity,16,Inhabitant,Sindarin F
668,Planet,Ozara North,Rarity,14,Inhabitant,Zandoan F
669,Planet,Ozara South,Rarity,31,Inhabitant,Pampan M
670,Planet,Ozara South,Rarity,27,Inhabitant,Sindarin M
671,Planet,Ozara South,Rarity,17,Inhabitant,Lusan F
672,Planet,Ozara South,Rarity,25,Inhabitant,Zandoan M
673,Planet,Ozara South,Rarity,21,Inhabitant,Lusan F
674,Planet,Ozara South,Rarity,21,Inhabitant,Ozaran F
675,Planet,Ozara North,Rarity,26,Inhabitant,Lusan F
676,Planet,Ozara North,Rarity,21,Inhabitant,Pampan M
677,Planet,Ozara South,Rarity,32,Inhabitant,Ozaran F
678,Planet,Ozara South,Rarity,28,Inhabitant,Cristallian M
679,Planet,Ozara South,Rarity,27,Inhabitant,Pampan M
680,Planet,Ozara North,Rarity,31,Inhabitant,Lusan F
681,Planet,Ozara North,Rarity,14,Inhabitant,Pampan M
682,Planet,Ozara North,Rarity,14,Inhabitant,Kitan F
683,Planet,Ozara North,Rarity,19,Inhabitant,Minasan M
684,Planet,Ozara South,Rarity,17,Inhabitant,Ozaran M
685,Planet,Ozara South,Rarity,19,Inhabitant,Zandoan M
686,Planet,Ozara North,Rarity,18,Inhabitant,Lusan F
687,Planet,Ozara South,Rarity,7,Inhabitant,Zandoan M
688,Planet,Ozara North,Rarity,20,Inhabitant,Sindarin M
689,Planet,Ozara North,Rarity,3,Inhabitant,Zandoan F
690,Planet,Ozara South,Rarity,17,Inhabitant,Minasan F
691,Planet,Ozara North,Rarity,5,Inhabitant,Cristallian M
692,Planet,Ozara South,Rarity,20,Inhabitant,Sindarin F
693,Planet,Ozara South,Rarity,11,Inhabitant,Sindarin M
694,Planet,Ozara South,Rarity,6,Inhabitant,Kitan F
695,Planet,Ozara South,Rarity,13,Inhabitant,Pampan F
696,Planet,Ozara North,Rarity,9,Inhabitant,Gredican F
697,Planet,Ozara North,Rarity,19,Inhabitant,Kitan F
698,Planet,Ozara South,Rarity,4,Inhabitant,Cruthan F
699,Planet,Ozara South,Rarity,7,Inhabitant,Minasan M
700,Planet,Ozara North,Rarity,8,Inhabitant,Lusan M
701,Planet,Ozara North,Rarity,9,Inhabitant,Cristallian F
702,Planet,Ozara North,Rarity,36,Inhabitant,Ozaran M
703,Planet,Ozara South,Rarity,6,Inhabitant,Cristallian M
704,Planet,Ozara North,Rarity,3,Inhabitant,Sindarin F
705,Planet,Ozara North,Rarity,7,Inhabitant,Sindarin F
706,Planet,Ozara North,Rarity,2,Inhabitant,Cruthan M
707,Planet,Ozara South,Rarity,2,Inhabitant,Cruthan F
708,Planet,Ozara South,Rarity,1,Inhabitant,Pampan M
709,Planet,Ozara North,Rarity,9,Inhabitant,Kitan M
710,Planet,Ozara South,Rarity,15,Inhabitant,Cristallian M
711,Planet,Ozara South,Rarity,3,Inhabitant,Gredican F
712,Planet,Ozara South,Rarity,25,Inhabitant,Kitan M
713,Planet,Ozara North,Rarity,1,Inhabitant,Ozaran M
714,Planet,Ozara North,Rarity,1,Inhabitant,Gredican M
715,Planet,Ozara North,Rarity,16,Inhabitant,Ozaran F
716,Planet,Ozara North,Rarity,21,Inhabitant,Cruthan M
717,Planet,Ozara South,Rarity,17,Inhabitant,Zandoan F
718,Planet,Ozara South,Rarity,9,Inhabitant,Zandoan M
719,Planet,Ozara North,Rarity,6,Inhabitant,Ozaran F
720,Planet,Ozara South,Rarity,9,Inhabitant,Minasan M
721,Planet,Ozara South,Rarity,12,Inhabitant,Minasan M
722,Planet,Ozara North,Rarity,19,Inhabitant,Pampan M
723,Planet,Ozara South,Rarity,17,Inhabitant,Pampan M
724,Planet,Ozara North,Rarity,2,Inhabitant,Zandoan F
725,Planet,Ozara North,Rarity,26,Inhabitant,Kitan F
726,Planet,Ozara North,Rarity,24,Inhabitant,Cristallian F
727,Planet,Ozara North,Rarity,17,Inhabitant,Kitan F
728,Planet,Ozara South,Rarity,11,Inhabitant,Pampan F
729,Planet,Ozara South,Rarity,7,Inhabitant,Cristallian F
730,Planet,Ozara South,Rarity,12,Inhabitant,Lusan M
731,Planet,Ozara North,Rarity,20,Inhabitant,Lusan F
732,Planet,Ozara South,Rarity,1,Inhabitant,Minasan M
733,Planet,Ozara South,Rarity,19,Inhabitant,Gredican F
734,Planet,Ozara South,Rarity,4,Inhabitant,Kitan F
735,Planet,Ozara North,Rarity,2,Inhabitant,Cristallian F
736,Planet,Ozara South,Rarity,21,Inhabitant,Cruthan M
737,Planet,Ozara North,Rarity,19,Inhabitant,Minasan M
738,Planet,Ozara South,Rarity,16,Inhabitant,Ozaran F
739,Planet,Ozara South,Rarity,18,Inhabitant,Pampan M
740,Planet,Ozara North,Rarity,8,Inhabitant,Gredican F
741,Planet,Ozara North,Rarity,13,Inhabitant,Kitan M
742,Planet,Ozara North,Rarity,23,Inhabitant,Minasan F
743,Planet,Ozara North,Rarity,7,Inhabitant,Minasan M
744,Planet,Ozara South,Rarity,8,Inhabitant,Zandoan F
745,Planet,Ozara North,Rarity,18,Inhabitant,Ozaran M
746,Planet,Ozara North,Rarity,30,Inhabitant,Minasan M
747,Planet,Ozara South,Rarity,3,Inhabitant,Sindarin F
748,Planet,Ozara South,Rarity,14,Inhabitant,Minasan M
749,Planet,Ozara North,Rarity,12,Inhabitant,Cristallian F
750,Planet,Ozara North,Rarity,30,Inhabitant,Cruthan M
751,Planet,Ozara North,Rarity,4,Inhabitant,Cruthan M
752,Planet,Ozara North,Rarity,8,Inhabitant,Kitan F
753,Planet,Ozara North,Rarity,16,Inhabitant,Kitan M
754,Planet,Ozara South,Rarity,17,Inhabitant,Kitan F
755,Planet,Ozara North,Rarity,32,Inhabitant,Gredican M
756,Planet,Ozara North,Rarity,1,Inhabitant,Cristallian M
757,Planet,Ozara North,Rarity,23,Inhabitant,Kitan M
758,Planet,Ozara North,Rarity,9,Inhabitant,Kitan F
759,Planet,Ozara North,Rarity,28,Inhabitant,Minasan F
760,Planet,Ozara South,Rarity,3,Inhabitant,Ozaran F
761,Planet,Ozara South,Rarity,12,Inhabitant,Kitan M
762,Planet,Ozara North,Rarity,18,Inhabitant,Pampan F
763,Planet,Ozara North,Rarity,8,Inhabitant,Ozaran M
764,Planet,Ozara North,Rarity,3,Inhabitant,Pampan F
765,Planet,Ozara North,Rarity,16,Inhabitant,Kitan F
766,Planet,Ozara South,Rarity,12,Inhabitant,Kitan M
767,Planet,Ozara South,Rarity,6,Inhabitant,Cruthan M
768,Planet,Ozara South,Rarity,23,Inhabitant,Pampan F
769,Planet,Ozara South,Rarity,11,Inhabitant,Minasan F
770,Planet,Ozara North,Rarity,21,Inhabitant,Kitan M
771,Planet,Ozara North,Rarity,24,Inhabitant,Cruthan F
772,Planet,Ozara South,Rarity,19,Inhabitant,Pampan M
773,Planet,Ozara South,Rarity,2,Inhabitant,Cristallian M
774,Planet,Ozara South,Rarity,7,Inhabitant,Cristallian M
775,Planet,Ozara South,Rarity,15,Inhabitant,Minasan F
776,Planet,Ozara North,Rarity,27,Inhabitant,Lusan M
777,Planet,Ozara North,Rarity,28,Inhabitant,Sindarin F
778,Planet,Ozara North,Rarity,11,Inhabitant,Pampan F
779,Planet,Ozara North,Rarity,16,Inhabitant,Cruthan M
780,Planet,Ozara North,Rarity,10,Inhabitant,Cruthan F
781,Planet,Ozara North,Rarity,3,Inhabitant,Minasan F
782,Planet,Ozara North,Rarity,10,Inhabitant,Minasan F
783,Planet,Ozara South,Rarity,3,Inhabitant,Zandoan M
784,Planet,Ozara South,Rarity,1,Inhabitant,Lusan F
785,Planet,Ozara North,Rarity,14,Inhabitant,Gredican F
786,Planet,Ozara South,Rarity,17,Inhabitant,Cristallian M
787,Planet,Ozara North,Rarity,5,Inhabitant,Minasan M
788,Planet,Ozara South,Rarity,23,Inhabitant,Gredican M
789,Planet,Ozara South,Rarity,21,Inhabitant,Gredican M
790,Planet,Ozara South,Rarity,27,Inhabitant,Lusan F
791,Planet,Ozara North,Rarity,10,Inhabitant,Lusan F
792,Planet,Ozara North,Rarity,27,Inhabitant,Gredican F
793,Planet,Ozara North,Rarity,15,Inhabitant,Lusan M
794,Planet,Ozara South,Rarity,35,Inhabitant,Pampan M
795,Planet,Ozara North,Rarity,20,Inhabitant,Ozaran M
796,Planet,Ozara North,Rarity,21,Inhabitant,Cruthan F
797,Planet,Ozara North,Rarity,10,Inhabitant,Cristallian F
798,Planet,Ozara South,Rarity,19,Inhabitant,Ozaran M
799,Planet,Ozara North,Rarity,7,Inhabitant,Pampan F
800,Planet,Ozara South,Rarity,20,Inhabitant,Kitan F
801,Planet,Ozara North,Rarity,9,Inhabitant,Zandoan F
802,Planet,Ozara North,Rarity,32,Inhabitant,Cristallian M
803,Planet,Ozara North,Rarity,2,Inhabitant,Ozaran F
804,Planet,Ozara North,Rarity,19,Inhabitant,Kitan F
805,Planet,Ozara South,Rarity,4,Inhabitant,Lusan M
806,Planet,Ozara North,Rarity,9,Inhabitant,Gredican F
807,Planet,Ozara South,Rarity,11,Inhabitant,Gredican M
808,Planet,Ozara South,Rarity,1,Inhabitant,Ozaran F
809,Planet,Ozara North,Rarity,27,Inhabitant,Cristallian F
810,Planet,Ozara North,Rarity,2,Inhabitant,Ozaran F
811,Planet,Ozara South,Rarity,35,Inhabitant,Pampan M
812,Planet,Ozara South,Rarity,17,Inhabitant,Sindarin M
813,Planet,Ozara South,Rarity,12,Inhabitant,Gredican M
814,Planet,Ozara North,Rarity,1,Inhabitant,Ozaran M
815,Planet,Ozara South,Rarity,13,Inhabitant,Ozaran F
816,Planet,Ozara South,Rarity,31,Inhabitant,Cristallian M
817,Planet,Ozara South,Rarity,25,Inhabitant,Minasan F
818,Planet,Ozara South,Rarity,31,Inhabitant,Cristallian F
819,Planet,Ozara North,Rarity,31,Inhabitant,Kitan F
820,Planet,Ozara South,Rarity,24,Inhabitant,Cruthan M
821,Planet,Ozara North,Rarity,7,Inhabitant,Zandoan M
822,Planet,Ozara North,Rarity,8,Inhabitant,Ozaran F
823,Planet,Ozara South,Rarity,13,Inhabitant,Sindarin M
824,Planet,Ozara South,Rarity,14,Inhabitant,Minasan M
